device_group,device_no,device_id,dose_krad_si,scan_no,vds_min_v,vds_max_v,points,max_abs_gate_i_a,compliance_onset_v,abs_id_at_10p0v_a,abs_ig_at_10p0v_a,abs_id_at_20p0v_a,abs_ig_at_20p0v_a,abs_id_at_30p0v_a,abs_ig_at_30p0v_a,v_at_1e_m9a_v,v_at_1e_m8a_v,v_at_1e_m7a_v,v_at_1e_m6a_v,v_at_1e_m5a_v,v_at_1e_m4a_v,v_at_1e_m3a_v,low_field_conductance_s,low_field_fit_r2,abs_id_30v_0_a,id_30v_change_vs_0_pct
S,2,S2,40,2,0.0,150.0,151,4.41880032564512e-10,116.0,2.1859136722923701e-10,1.03156816422256e-10,6.29309326871663e-10,1.08410891375144e-10,1.45289136277427e-09,1.05090325330792e-10,26.0,105.0,114.0,115.0,115.0,115.0,116.0,2.8083244568206066e-11,0.9523150695466062,7.24205362345742e-10,100.61869717013323
S,2,S2,50,1,0.0,150.0,151,4.50503648607992e-07,114.0,5.02467401020112e-10,9.655676258546459e-11,2.26820340287759e-09,2.40392594719197e-10,1.57383723831117e-08,7.01819935500225e-10,16.0,29.0,33.0,35.0,39.0,41.0,52.0,9.077680353440446e-11,0.8466785606106709,7.24205362345742e-10,2073.1919150852773
S,2,S2,50,2,0.0,150.0,151,4.25993518238244e-10,116.0,4.67214600341492e-10,1.25349147728215e-10,1.0162416463899101e-09,1.48467127480956e-10,2.15510587153744e-09,1.63094510119421e-10,20.0,77.0,92.0,104.0,111.0,113.0,114.0,4.24815078857533e-11,0.9778975144843746,7.24205362345742e-10,197.5821477704792
S,2,S2,60,1,0.0,150.0,151,3.36409328838272e-07,116.0,1.5499159733423101e-09,1.06895714502286e-10,3.96179222761361e-09,3.34335087393001e-10,2.15410747017586e-08,1.20597298813863e-09,4.0,27.0,33.0,35.0,38.0,39.0,40.0,1.5314114240785701e-10,0.9280799726944926,7.24205362345742e-10,2874.442861343341
S,2,S2,60,2,0.0,150.0,151,3.62778640461414e-10,116.0,1.54745549707513e-09,1.85286813669805e-10,2.5485362709076803e-09,2.0344501083791e-10,4.49300374683048e-09,2.18324636147571e-10,4.0,45.0,88.0,101.0,110.0,112.0,113.0,9.605617563983192e-11,0.9543118410567721,7.24205362345742e-10,520.4046504540353
S,3,S3,0,1,0.0,150.0,151,6.052343071161201e-10,114.0,3.27866234162144e-10,2.44894216017144e-10,7.65481678044466e-10,4.3635073332382004e-10,1.25061638822643e-09,5.80520909121418e-10,25.0,63.0,73.0,99.0,111.0,111.0,112.0,3.703110185016158e-11,0.9876861402818972,1.25061638822643e-09,0.0
S,3,S3,10,1,0.0,150.0,151,5.419780624293941e-09,114.0,1.5869781044841602e-09,9.74129221731346e-10,6.440107114258351e-09,3.3917624264745403e-09,1.23674803731433e-08,5.165164740361661e-09,9.0,27.0,35.0,39.0,94.0,111.0,111.0,3.2808233366695716e-10,0.9294068084322582,1.25061638822643e-09,888.9107874783509
S,3,S3,20,1,0.0,150.0,151,1.1936953114855e-07,110.0,1.3423333555806502e-09,7.934014001342861e-10,1.33003537072796e-08,6.261341223279261e-09,4.95984195936217e-08,1.33546960157105e-08,10.0,19.0,33.0,35.0,37.0,51.0,95.0,6.001864470424614e-10,0.8075082408196379,1.25061638822643e-09,3865.9179313938166
S,3,S3,20,2,0.0,150.0,151,9.7253205488812e-10,114.0,1.76724912481774e-10,8.554923436321359e-11,6.59597321206462e-10,1.24639215615119e-10,2.0316448523516304e-09,2.82007972529641e-10,24.0,76.0,88.0,92.0,96.0,112.0,112.0,2.99206637820993e-11,0.9194898426841875,1.25061638822643e-09,62.451481643609426
S,3,S3,30,1,0.0,150.0,151,3.43079076259301e-09,115.0,2.50704151882886e-10,1.06477771044666e-10,2.4737698556265303e-09,5.17388187848411e-10,1.94917788576277e-08,1.9929400352225503e-09,16.0,28.0,32.0,35.0,37.0,47.0,112.0,9.962631650386855e-11,0.759338511436531,1.25061638822643e-09,1458.5737593979634
S,3,S3,40,1,0.0,150.0,151,3.91591839843386e-07,109.0,2.8133043117328803e-10,1.02442221372456e-10,2.04009786841652e-09,2.60526877848832e-10,3.03875893337135e-08,8.54514903281256e-10,17.0,28.0,31.0,33.0,35.0,38.0,39.0,8.079182935936177e-11,0.7782973681588519,1.25061638822643e-09,2329.8089821778094
S,3,S3,40,2,0.0,150.0,151,4.41207459456194e-10,113.0,2.52951493084908e-10,9.454009797238429e-11,7.658659817444401e-10,9.870138040213309e-11,2.06071493202842e-09,1.1114298370529201e-10,23.0,65.0,86.0,97.0,102.0,107.0,111.0,3.4117057699879676e-11,0.9431122679724298,1.25061638822643e-09,64.77594180185314
S,3,S3,50,1,0.0,150.0,151,3.48407724004574e-07,40.0,4.11177730752499e-10,9.508560605553379e-11,2.4397159847922e-09,4.44377229458226e-10,4.11997476135184e-08,1.9913046767072704e-09,16.0,27.0,32.0,32.0,35.0,38.0,38.0,9.317249014165012e-11,0.7847228275454188,1.25061638822643e-09,3194.355327611378
S,3,S3,50,2,0.0,150.0,151,1.2144010241854601e-09,118.0,3.77538694751323e-10,1.00507824285501e-10,8.109186655502751e-10,1.03113850791203e-10,1.94121363428224e-09,1.1811954192531002e-10,23.0,44.0,51.0,74.0,92.0,101.0,116.0,3.2701275561889386e-11,0.9666295327202719,1.25061638822643e-09,55.22054984703863
S,3,S3,50,3,0.0,150.0,151,4.40074476859564e-10,119.0,3.74399622415922e-10,9.3572427584121e-11,7.57594043054866e-10,9.22273923897876e-11,1.57018975599499e-09,9.80279191153954e-11,24.0,63.0,84.0,101.0,110.0,116.0,116.0,3.099678709953954e-11,0.9697003732979541,1.25061638822643e-09,25.55326883423983
S,3,S3,60,1,0.0,150.0,151,1.16690728191315e-06,40.0,9.10739539339289e-10,1.01011143893714e-10,2.29209384805529e-09,1.84404158609652e-10,1.24696226677656e-08,6.41044495264254e-10,12.0,30.0,33.0,35.0,36.0,38.0,39.0,8.844247026659505e-11,0.9287644195437762,1.25061638822643e-09,897.0781436383924
S,3,S3,60,2,0.0,150.0,151,4.4887440431296e-09,118.0,9.07260933047382e-10,1.12654191530837e-10,1.56518797922445e-09,1.14797865657934e-10,3.12412185010658e-09,1.18202531096401e-10,12.0,43.0,45.0,55.0,80.0,95.0,114.0,6.026407540381927e-11,0.9554532789366323,1.25061638822643e-09,149.80656574771695
S,3,S3,60,3,0.0,150.0,151,4.40329050999111e-10,118.0,9.37507960152573e-10,8.99985086455501e-11,1.61511903851164e-09,8.86114515097347e-11,3.0174298615293103e-09,9.64715529683247e-11,12.0,50.0,68.0,84.0,101.0,109.0,114.0,6.105649067142152e-11,0.9494626406386261,1.25061638822643e-09,141.2754134629963
S,3,S3,60,4,0.0,150.0,151,4.40203040685816e-10,118.0,1.1711699388072801e-09,9.348721796698101e-11,1.98953808983049e-09,9.86573045480554e-11,3.66016972286332e-09,9.016665192262959e-11,7.0,47.0,75.0,90.0,103.0,113.0,115.0,7.483601148584779e-11,0.9436089898757202,1.25061638822643e-09,192.6692595204205
T,1,T1,0,1,0.0,150.0,151,1.1548612066647502e-09,95.0,7.305192561979369e-11,1.05809749850749e-10,1.01600255986156e-10,1.14762588321327e-10,1.18483278743753e-10,1.06776476549442e-10,91.0,91.0,91.0,92.0,93.0,94.0,94.0,4.328061646448463e-12,0.9478241229536244,1.18483278743753e-10,0.0
T,1,T1,10,1,0.0,150.0,151,1.36498434777366e-09,100.0,7.90755239066243e-11,9.765444008991149e-11,1.14792786387596e-10,1.00680741521586e-10,1.37020617074768e-10,9.91255411086911e-11,95.0,97.0,98.0,98.0,98.0,99.0,100.0,4.653260641165412e-12,0.9298499972128453,1.18483278743753e-10,15.645531190191164
T,1,T1,20,1,0.0,150.0,151,6.48460118934935e-10,106.0,1.2874831756271e-10,1.0870898625725501e-10,1.70404385047007e-10,1.21570864486387e-10,2.00691990803747e-10,1.18166226803496e-10,94.0,104.0,104.0,105.0,105.0,105.0,106.0,6.389607277622694e-12,0.9402184407528333,1.18483278743753e-10,69.38423120260626
T,1,T1,30,1,0.0,150.0,151,6.26360130429049e-10,108.0,1.2734754917254101e-10,1.45021605835183e-10,1.78251247096028e-10,1.5246137685665e-10,2.29960911424243e-10,1.63137670039504e-10,90.0,106.0,107.0,107.0,107.0,107.0,107.0,5.861305344397886e-12,0.9385993035471946,1.18483278743753e-10,94.08722805653085
T,1,T1,40,1,0.0,150.0,151,6.134150409842221e-10,108.0,7.907222099312609e-11,1.0450185161659001e-10,1.12032522148198e-10,1.07149900063774e-10,1.59245894248983e-10,9.891149010954339e-11,89.0,106.0,107.0,107.0,107.0,107.0,107.0,4.33724387573995e-12,0.9181671023386073,1.18483278743753e-10,34.40368627322379
T,1,T1,50,1,0.0,150.0,151,6.22367990477102e-10,108.0,8.10659595007479e-11,1.17658049969549e-10,1.26158361535289e-10,1.0925149673823901e-10,1.79946807454812e-10,1.13917153488075e-10,86.0,105.0,107.0,107.0,108.0,108.0,108.0,4.643989990540195e-12,0.9522571036371943,1.18483278743753e-10,51.875276716462125
T,1,T1,60,1,0.0,150.0,151,5.882397347001241e-10,108.0,8.1701839738102e-11,1.13748149788151e-10,1.35744887552747e-10,1.11898712518155e-10,2.04634920120128e-10,1.18329707143872e-10,80.0,103.0,107.0,108.0,108.0,108.0,108.0,5.323485988248275e-12,0.9549844272988898,1.18483278743753e-10,72.71206729744331
T,2,T2,0,1,0.0,150.0,151,8.47185599450739e-10,95.0,8.20448708971355e-11,8.99215701899436e-11,1.04612041251784e-10,9.282180579717189e-11,1.25227994640653e-10,9.589012917032849e-11,92.0,93.0,93.0,94.0,94.0,94.0,94.0,4.242947155235822e-12,0.9020522940799773,1.25227994640653e-10,0.0
T,2,T2,10,1,0.0,150.0,151,1.5783820916937e-09,101.0,7.44517780759679e-11,1.04799946498702e-10,1.08217740324434e-10,9.58050305754909e-11,1.32693855903199e-10,9.076112084116519e-11,96.0,98.0,99.0,99.0,99.0,100.0,101.0,4.325417477293539e-12,0.9458602643002461,1.25227994640653e-10,5.96181491524288
T,2,T2,20,1,0.0,150.0,151,6.49636955341037e-10,107.0,7.305134275270579e-11,1.06018915868589e-10,1.15089215935171e-10,1.02109931621186e-10,1.38716926834093e-10,1.04842023951335e-10,95.0,104.0,105.0,105.0,106.0,106.0,106.0,4.869882851955014e-12,0.9133578386602573,1.25227994640653e-10,10.771499002397245
T,2,T2,30,1,0.0,150.0,151,6.101775196221131e-10,108.0,7.2583689059158e-11,1.0290496232912001e-10,1.14494386194153e-10,1.0366157932040201e-10,1.43382222761446e-10,1.08074993399043e-10,92.0,106.0,108.0,108.0,108.0,108.0,108.0,4.4747314079215875e-12,0.9365266039672708,1.25227994640653e-10,14.496940698353677
T,2,T2,40,1,0.0,150.0,151,3.8660713519433903e-10,109.0,9.468276163104859e-11,1.26653049159486e-10,1.36127026317823e-10,1.1727974147390801e-10,1.77698550318794e-10,1.16817416850878e-10,89.0,107.0,108.0,108.0,108.0,108.0,108.0,5.333506435923361e-12,0.9123276689519519,1.25227994640653e-10,41.90002070120782
T,2,T2,50,1,0.0,150.0,151,6.15432649286873e-10,109.0,9.15861275707641e-11,1.09167452855274e-10,1.32097138783038e-10,1.10008113729521e-10,1.91527432802374e-10,1.01307351396684e-10,86.0,106.0,108.0,108.0,108.0,108.0,108.0,5.123720026899672e-12,0.9162651813776237,1.25227994640653e-10,52.942984795029304
T,2,T2,60,1,0.0,150.0,151,6.06607930553338e-10,109.0,7.945358260208479e-11,1.06686659506749e-10,1.4643469770092602e-10,9.84062276110365e-11,1.9895060598962302e-10,9.647271870250049e-11,81.0,104.0,108.0,109.0,109.0,109.0,109.0,5.6376683984951816e-12,0.947624280841577,1.25227994640653e-10,58.87071142560427
T,3,T3,0,1,0.0,150.0,151,6.733826274363251e-10,95.0,7.127026746545079e-11,9.904255193760039e-11,9.67220192826801e-11,1.0219497470487201e-10,1.21876814196398e-10,9.75293734661875e-11,91.0,91.0,91.0,92.0,93.0,93.0,94.0,4.309937796264483e-12,0.8650568266056878,1.21876814196398e-10,0.0
T,3,T3,10,1,0.0,150.0,151,1.3330396786415101e-09,100.0,7.52577444806946e-11,1.01017028075745e-10,9.85885262316799e-11,9.30308607927088e-11,1.19967979994584e-10,9.672973533270119e-11,95.0,97.0,97.0,98.0,98.0,99.0,100.0,4.290490113262254e-12,0.8706134971192148,1.21876814196398e-10,-1.5661996208220508
T,3,T3,20,1,0.0,150.0,151,6.41944997159527e-10,106.0,7.224537634797909e-11,1.09801834291545e-10,1.05756903234777e-10,1.04463715455694e-10,1.23657944994804e-10,1.01605501789948e-10,94.0,103.0,104.0,104.0,104.0,105.0,105.0,4.339142753620287e-12,0.9205962570481473,1.21876814196398e-10,1.4614189008385292
T,3,T3,30,1,0.0,150.0,151,6.05932248820551e-10,107.0,6.64752419776704e-11,1.0635164970906901e-10,1.0673156802809601e-10,9.781903065331219e-11,1.3082598893099402e-10,9.73987557273404e-11,92.0,105.0,106.0,107.0,107.0,107.0,107.0,4.172228832263367e-12,0.9292156490038137,1.21876814196398e-10,7.342803299875311
T,3,T3,40,1,0.0,150.0,151,6.16273199138817e-10,107.0,7.3642508757743e-11,1.1778411579399501e-10,1.10972037115076e-10,1.02652442102169e-10,1.46010897816851e-10,9.533873690514839e-11,89.0,105.0,107.0,107.0,107.0,107.0,107.0,4.206679557364312e-12,0.84111811164135,1.21876814196398e-10,19.802030254550495
T,3,T3,50,1,0.0,150.0,151,6.02320693321445e-10,107.0,7.00787761154231e-11,1.04753150598214e-10,1.1330469895654001e-10,9.365652697823629e-11,1.6789919454751601e-10,9.311013071666709e-11,86.0,105.0,107.0,107.0,107.0,107.0,107.0,4.597993378537548e-12,0.9519101975137104,1.21876814196398e-10,37.761391003341636
T,3,T3,60,1,0.0,150.0,151,5.99126137590389e-10,107.0,7.712047667141059e-11,1.05635833413942e-10,1.29848520824538e-10,1.01138319941185e-10,1.81515996677817e-10,9.7901797779798e-11,82.0,103.0,107.0,107.0,107.0,107.0,107.0,5.070177719227018e-12,0.9445032849591223,1.21876814196398e-10,48.93398541359446
