source_file,sheet,device_group,device_no,device_id,dose_krad_si,scan_no,sweep,point_no,DrainI,GateV,GM,IDLIN,VT
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,44,-2.41248687693485e-12,-7.84999990463257,-5.0903531497501e-12,-1.55360093608258,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,45,-2.32766583785349e-12,-7.80000019073486,1.69643048868036e-12,-1.54576954801973,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,46,-2.92152413372548e-12,-7.75,-1.18771206098204e-11,-1.53793808527051,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,47,-2.45489739647553e-12,-7.69999980926514,9.3324991443401e-12,-1.53010662252129,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,48,-1.47928891358617e-12,-7.65000009536743,1.95122813079564e-11,-1.52227523445843,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,49,-1.86103910060353e-12,-7.59999990463257,-7.63497461523041e-12,-1.51444377170921,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,50,-1.90344962014422e-12,-7.55000019073486,-8.4821524434018e-13,-1.50661238364635,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,51,-5.88445958626949e-13,-7.5,2.62999729039106e-11,-1.49878092089713,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,52,-1.94591565083613e-12,-7.44999980926514,-2.71492902778602e-11,-1.49094945814791,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,53,-1.98832617037681e-12,-7.40000009536743,-8.4821524434018e-13,-1.48311807008505,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,54,-1.77616255037094e-12,-7.34999990463257,4.24325621337947e-12,-1.47528660733583,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,55,-2.45489739647553e-12,-7.30000019073486,-1.35747745975751e-11,-1.46745521927298,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,56,-2.53971843555689e-12,-7.25,-1.69641431032021e-12,-1.45962375652376,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,57,-2.75188205556276e-12,-7.19999980926514,-4.24325621337947e-12,-1.45179229377454,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,58,-4.36381486501602e-12,-7.15000009536743,-3.22388406611913e-11,-1.44396090571168,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,59,-2.53971843555689e-12,-7.09999990463257,3.64817894222003e-11,-1.43612944296246,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,60,-4.02441968638811e-12,-7.05000019073486,-2.96941949281707e-11,-1.4282980548996,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,61,-2.07314720945817e-12,-7.0,3.90253006688911e-11,-1.42046659215038,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,62,-5.46035439086268e-13,-6.94999980926514,3.05421188985006e-11,-1.41263512940116,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,63,-1.81862858106285e-12,-6.90000009536743,-2.54520084770924e-11,-1.4048037413383,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,64,-5.88445958626949e-13,-6.84999990463257,2.46035585935904e-11,-1.39697227858908,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,65,-2.07314720945817e-12,-6.80000019073486,-2.96941949281707e-11,-1.38914089052623,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,66,-3.81231157753348e-12,-6.75,-3.47831546743011e-11,-1.38130942777701,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,67,-1.90344962014422e-12,-6.69999980926514,3.8177093513731e-11,-1.37347796502779,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,68,-3.64266949937075e-12,-6.65000009536743,-3.47845966235892e-11,-1.36564657696493,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,69,-3.55784846028939e-12,-6.59999990463257,1.69641431032021e-12,-1.35781511421571,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,70,-5.46671041767866e-12,-6.55000019073486,-3.81774576009499e-11,-1.34998372615285,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,71,-3.51543794074871e-12,-6.5,3.90253006688911e-11,-1.34215226340363,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,72,-3.93959864730675e-12,-6.44999980926514,-8.48318177039052e-12,-1.33432080065441,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,73,-2.96393465326616e-12,-6.40000009536743,1.95133915373338e-11,-1.32648941259155,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,74,-1.69134151128958e-12,-6.34999990463257,2.54517657487505e-11,-1.31865794984233,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,75,-3.21845328166148e-12,-6.30000019073486,-3.05424101725109e-11,-1.31082656177948,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,76,-3.51543794074871e-12,-6.25,-5.93967052369968e-12,-1.30299509903026,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,77,-2.75188205556276e-12,-6.19999980926514,1.52710594492503e-11,-1.29516363628104,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,78,-3.21845328166148e-12,-6.15000009536743,-9.33147791711938e-12,-1.28733224821818,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,79,-3.60025897983007e-12,-6.09999990463257,-7.63608483401989e-12,-1.27950078546896,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,80,-3.64266949937075e-12,-6.05000019073486,-8.4821524434018e-13,-1.2716693974061,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,81,-3.00634517280685e-12,-6.0,1.272643798377e-11,-1.26383793465688,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,82,-3.21845328166148e-12,-5.94999980926514,-4.24214599459e-12,-1.25600647190766,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,83,-4.95767316088802e-12,-5.90000009536743,-3.47845966235892e-11,-1.2481750838448,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,84,-4.02441968638811e-12,-5.84999990463257,1.86649982886802e-11,-1.24034362109558,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,85,-4.91520713019611e-12,-5.80000019073486,-1.7815850819276e-11,-1.23251223303273,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,86,-4.02441968638811e-12,-5.75,1.78156809147306e-11,-1.22468077028351,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,87,-3.21845328166148e-12,-5.69999980926514,1.61192666044104e-11,-1.21684930753429,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,88,-5.72122904607397e-12,-5.65000009536743,-5.00558017098447e-11,-1.20901791947143,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,89,-4.83038609111475e-12,-5.59999990463257,1.78167911335201e-11,-1.20118645672221,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,90,-4.78797557157407e-12,-5.55000019073486,8.4821524434018e-13,-1.19335506865935,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,91,-4.19411727570207e-12,-5.5,1.18771206098204e-11,-1.18552360591013,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,92,-4.53345694317875e-12,-5.44999980926514,-6.78676746007031e-12,-1.17769214316091,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,93,-4.83038609111475e-12,-5.40000009536743,-5.93861693975866e-12,-1.16986075509805,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,94,-3.43056139051612e-12,-5.34999990463257,2.79963872142308e-11,-1.16202929234883,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,95,-3.98200916684743e-12,-5.30000019073486,-1.10290186351771e-11,-1.15419790428598,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,96,-5.2970128283647e-12,-5.25,-2.62999729039106e-11,-1.14636644153676,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,97,-4.23652779524275e-12,-5.19999980926514,2.12096197541605e-11,-1.13853497878754,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,98,-4.57586746271943e-12,-5.15000009536743,-6.78683218409884e-12,-1.13070359072468,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,99,-4.78797557157407e-12,-5.09999990463257,-4.24214599459e-12,-1.12287212797546,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,100,-3.43056139051612e-12,-5.05000019073486,2.71484389657728e-11,-1.1150407399126,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,101,-4.83038609111475e-12,-5.0,-2.79963872142308e-11,-1.10720927716338,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,102,-4.7031545324927e-12,-4.94999980926514,2.54462146548031e-12,-1.09937781441416,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,103,-2.92152413372548e-12,-4.90000009536743,3.56328118679294e-11,-1.0915464263513,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,104,-3.64266949937075e-12,-4.84999990463257,-1.44228522940902e-11,-1.08371496360208,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,105,-3.98200916684743e-12,-4.80000019073486,-6.78683218409884e-12,-1.07588357553923,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,106,-4.57586746271943e-12,-4.75,-1.18771206098204e-11,-1.06805211279001,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,107,-5.38183386744606e-12,-4.69999980926514,-1.61192666044104e-11,-1.06022065004079,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,108,-3.93959864730675e-12,-4.65000009536743,2.88448694544531e-11,-1.05238926197793,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,109,-5.55158696791125e-12,-4.59999990463257,-3.22396434276103e-11,-1.04455779922871,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,110,-4.19411727570207e-12,-4.55000019073486,2.71495491951502e-11,-1.03672641116585,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,111,-4.15170675616139e-12,-4.5,8.48207155160104e-13,-1.02889494841663,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,112,-4.7031545324927e-12,-4.44999980926514,-1.10289134546603e-11,-1.02106348566741,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,113,-4.78797557157407e-12,-4.40000009536743,-1.69643048868036e-12,-1.01323209760455,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,114,-3.1760427621208e-12,-4.34999990463257,3.22385332088208e-11,-1.00540063485533,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,115,-4.02441968638811e-12,-4.30000019073486,-1.69676355749358e-11,-0.997569246792476,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,116,-4.66074401295202e-12,-4.25,-1.272643798377e-11,-0.989737784043256,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,117,-4.40622538455671e-12,-4.19999980926514,5.0903531497501e-12,-0.981906321294035,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,118,-4.23652779524275e-12,-4.15000009536743,3.39397120673813e-12,-0.974074933231179,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,119,-4.19411727570207e-12,-4.09999990463257,8.48207155160104e-13,-0.966243470481958,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,120,-3.7699010579928e-12,-4.05000019073486,8.48437290215661e-12,-0.958412082419101,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,121,-5.21219178928334e-12,-4.0,-2.88457045881804e-11,-0.950580619669881,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,122,-3.81231157753348e-12,-3.95000004768372,2.79976309356187e-11,-0.942749194263842,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,123,-4.83038609111475e-12,-3.90000009536743,-2.03615096898742e-11,-0.934917768857804,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,124,-5.5939419763007e-12,-3.84999990463257,-1.52710594492503e-11,-0.927086306108583,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,125,-3.60025897983007e-12,-3.79999995231628,3.98736979559341e-11,-0.919254880702544,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,126,-3.34568484028352e-12,-3.75,5.09148764655197e-12,-0.911423455296506,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,127,-4.23652779524275e-12,-3.70000004768372,-1.78168760906816e-11,-0.903592029890467,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,128,-4.53345694317875e-12,-3.65000009536743,-5.93858862219941e-12,-0.895760604484429,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,129,-3.60025897983007e-12,-3.59999990463257,1.86638880698907e-11,-0.887929141735208,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,130,-4.61833349341134e-12,-3.54999995231628,-2.03615096898742e-11,-0.880097716329169,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,131,-6.35755337263788e-12,-3.5,-3.4784430757549e-11,-0.872266290923131,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,132,-5.97574767446929e-12,-3.45000004768372,7.63612124574454e-12,-0.864434865517092,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,133,-4.74556505203338e-12,-3.40000009536743,2.46036759126119e-11,-0.856603440111053,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,134,-6.35755337263788e-12,-3.34999990463257,-3.22396434276103e-11,-0.848771977361833,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,135,-5.21219178928334e-12,-3.29999995231628,2.29072535131502e-11,-0.840940551955794,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,136,-4.15170675616139e-12,-3.25,2.12097208896051e-11,-0.833109126549756,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,137,-4.66074401295202e-12,-3.20000004768372,-1.01807548449371e-11,-0.825277701143717,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,138,-5.67876301538206e-12,-3.15000009536743,-2.03603994657908e-11,-0.817446275737678,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,139,-3.43056139051612e-12,-3.09999990463257,4.49638609738013e-11,-0.809614812988458,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,140,-4.7031545324927e-12,-3.04999995231628,-2.54518871123428e-11,-0.801783387582419,
