device_group,device_no,device_id,dose_krad_si,scan_no,point_no,GateV,DrainI,DrainI_smooth,GM_recalc
S,1,S1,0,1,39,-8.10000038146973,-2.66700550533017e-12,-2.0567341536175555e-12,2.6372063609875093e-12
S,1,S1,0,1,40,-8.05000019073486,-1.01266217633622e-12,-1.887838176382568e-12,4.26277820740846e-12
S,1,S1,0,1,41,-8.0,-2.79429257510344e-12,-1.630454706755876e-12,-7.337252237147661e-13
S,1,S1,0,1,42,-7.94999980926514,-1.13989373495826e-12,-1.961210978648e-12,-6.2422210012346884e-12
S,1,S1,0,1,43,-7.90000009536743,-2.15796824853953e-12,-2.254676567178387e-12,-2.8150721657327362e-12
S,1,S1,0,1,44,-7.84999990463257,-2.41248687693485e-12,-2.2427150139593452e-12,-1.3616171153345637e-12
S,1,S1,0,1,45,-7.80000019073486,-2.32766583785349e-12,-2.3908366221783036e-12,-1.1796585580277372e-12
S,1,S1,0,1,46,-7.75,-2.9215241337254798e-12,-2.3606790570514722e-12,1.0481151172144943e-12
S,1,S1,0,1,47,-7.69999980926514,-2.4548973964755297e-12,-2.2860247106326744e-12,3.9008379800827605e-12
S,1,S1,0,1,48,-7.65000009536743,-1.47928891358617e-12,-1.970597927260867e-12,5.098186413601719e-12
S,1,S1,0,1,49,-7.59999990463257,-1.86103910060353e-12,-1.7762077097923435e-12,3.922495773842204e-12
S,1,S1,0,1,50,-7.55000019073486,-1.90344962014422e-12,-1.5783487570532929e-12,3.026707463604293e-12
S,1,S1,0,1,51,-7.5,-5.88445958626949e-13,-1.4735381394738936e-12,-1.1760296608436173e-13
S,1,S1,0,1,52,-7.44999980926514,-1.94591565083613e-12,-1.5901090985236998e-12,-2.1939955734683245e-12
S,1,S1,0,1,53,-7.40000009536743,-1.98832617037681e-12,-1.692937618633263e-12,-4.746219831135655e-12
S,1,S1,0,1,54,-7.34999990463257,-1.7761625503709399e-12,-2.0647331940530198e-12,-6.391658783039125e-12
S,1,S1,0,1,55,-7.30000019073486,-2.4548973964755297e-12,-2.33210388322629e-12,-8.355269325028324e-12
S,1,S1,0,1,56,-7.25,-2.53971843555689e-12,-2.9002621982343124e-12,-8.648891629430211e-12
S,1,S1,0,1,57,-7.19999980926514,-2.75188205556276e-12,-3.1969963454595746e-12,-2.906043471785464e-12
S,1,S1,0,1,58,-7.15000009536743,-4.36381486501602e-12,-3.1908691565712238e-12,4.388965128867761e-13
S,1,S1,0,1,59,-7.09999990463257,-2.53971843555689e-12,-3.1531064343290876e-12,5.086358257062793e-12
S,1,S1,0,1,60,-7.05000019073486,-4.0244196863881095e-12,-2.682237946383301e-12,1.0509946569979647e-11
S,1,S1,0,1,61,-7.0,-2.07314720945817e-12,-2.102111737721714e-12,8.110149551088275e-12
S,1,S1,0,1,62,-6.94999980926514,-5.46035439086268e-13,-1.8712198974979997e-12,6.106919522989156e-12
S,1,S1,0,1,63,-6.90000009536743,-1.8186285810628499e-12,-1.4914217879339622e-12,2.2910756262231795e-12
S,1,S1,0,1,64,-6.84999990463257,-5.88445958626949e-13,-1.6421176125692256e-12,-1.5029818519308774e-12
S,1,S1,0,1,65,-6.80000019073486,-2.07314720945817e-12,-1.641721270713232e-12,-8.165407975430627e-12
S,1,S1,0,1,66,-6.75,-3.81231157753348e-12,-2.4586654261348723e-12,-1.475090771280739e-11
S,1,S1,0,1,67,-6.69999980926514,-1.90344962014422e-12,-3.1168176690185983e-12,-1.1256625321233609e-11
S,1,S1,0,1,68,-6.65000009536743,-3.64266949937075e-12,-3.584328702789566e-12,-9.859452692024508e-12
S,1,S1,0,1,69,-6.59999990463257,-3.55784846028939e-12,-4.102762483543164e-12,-3.249187921379932e-12
S,1,S1,0,1,70,-6.55000019073486,-5.46671041767866e-12,-3.9092539746631945e-12,4.4308497992781336e-12
S,1,S1,0,1,71,-6.5,-3.5154379407487097e-12,-3.659677391486933e-12,2.174455370441868e-12
S,1,S1,0,1,72,-6.44999980926514,-3.93959864730675e-12,-3.691807608130128e-12,3.8129194802146794e-12
S,1,S1,0,1,73,-6.40000009536743,-2.96393465326616e-12,-3.2783900561897446e-12,7.0699779147979555e-12
S,1,S1,0,1,74,-6.34999990463257,-1.69134151128958e-12,-2.984811633804174e-12,5.528400251822106e-12
S,1,S1,0,1,75,-6.30000019073486,-3.21845328166148e-12,-2.7255502309890897e-12,1.1765832536643452e-13
S,1,S1,0,1,76,-6.25,-3.5154379407487097e-12,-2.973050645350652e-12,-3.3224487719478687e-12
S,1,S1,0,1,77,-6.19999980926514,-2.75188205556276e-12,-3.0577963755974777e-12,-1.6642036107756307e-12
S,1,S1,0,1,78,-6.15000009536743,-3.21845328166148e-12,-3.1394708769993746e-12,-3.4123253363556405e-12
S,1,S1,0,1,79,-6.09999990463257,-3.60025897983007e-12,-3.399030280237035e-12,-2.1149669515926063e-12
S,1,S1,0,1,80,-6.05000019073486,-3.64266949937075e-12,-3.3509703041398116e-12,-2.1553965794108226e-12
S,1,S1,0,1,81,-6.0,-3.00634517280685e-12,-3.6145727048605035e-12,-6.336038040962677e-12
S,1,S1,0,1,82,-5.94999980926514,-3.21845328166148e-12,-3.984576525242733e-12,-2.854538158357464e-12
S,1,S1,0,1,83,-5.90000009536743,-4.95767316088802e-12,-3.9000305833816925e-12,-7.583269772283474e-13
S,1,S1,0,1,84,-5.84999990463257,-4.0244196863881095e-12,-4.060411486449023e-12,-3.845439293419176e-12
S,1,S1,0,1,85,-5.80000019073486,-4.9152071301961095e-12,-4.284573537711463e-12,-5.022141378995514e-12
S,1,S1,0,1,86,-5.75,-4.0244196863881095e-12,-4.5626256593132615e-12,-3.0415608302877087e-12
S,1,S1,0,1,87,-5.69999980926514,-3.21845328166148e-12,-4.58873078100359e-12,8.988072326140007e-13
S,1,S1,0,1,88,-5.65000009536743,-5.72122904607397e-12,-4.472746376845466e-12,-1.1994315761928384e-12
S,1,S1,0,1,89,-5.59999990463257,-4.83038609111475e-12,-4.708677180358803e-12,-1.722519029816735e-12
S,1,S1,0,1,90,-5.55000019073486,-4.78797557157407e-12,-4.6450009728248796e-12,1.5207704283026992e-12
S,1,S1,0,1,91,-5.5,-4.1941172757020695e-12,-4.556600046773905e-12,1.0620044977345893e-12
S,1,S1,0,1,92,-5.44999980926514,-4.533456943178749e-12,-4.538800117928863e-12,3.1958472199244282e-12
S,1,S1,0,1,93,-5.40000009536743,-4.83038609111475e-12,-4.237018337840241e-12,2.6648300346813858e-12
S,1,S1,0,1,94,-5.34999990463257,-3.4305613905161197e-12,-4.272320583297616e-12,-1.893556727781579e-12
S,1,S1,0,1,95,-5.30000019073486,-3.98200916684743e-12,-4.426372697538092e-12,-1.1984168626471605e-12
S,1,S1,0,1,96,-5.25,-5.297012828364699e-12,-4.392160359835543e-12,7.247917149472138e-13
S,1,S1,0,1,97,-5.19999980926514,-4.23652779524275e-12,-4.353893249557278e-12,-1.518819975178813e-12
S,1,S1,0,1,98,-5.15000009536743,-4.5758674627194296e-12,-4.544040034173872e-12,-2.4235482213615284e-12
S,1,S1,0,1,99,-5.09999990463257,-4.78797557157407e-12,-4.596246525052462e-12,2.0320020841781875e-12
S,1,S1,0,1,100,-5.05000019073486,-3.4305613905161197e-12,-4.340842953153016e-12,5.7468294924016495e-12
S,1,S1,0,1,101,-5.0,-4.83038609111475e-12,-4.021563514730486e-12,4.252747419464666e-12
S,1,S1,0,1,102,-4.94999980926514,-4.7031545324927e-12,-3.9155665889121844e-12,4.399898509527048e-13
S,1,S1,0,1,103,-4.90000009536743,-2.9215241337254798e-12,-3.9775629694874034e-12,-1.868097743603365e-13
S,1,S1,0,1,104,-4.84999990463257,-3.64266949937075e-12,-3.934246544189681e-12,-2.5768085871349102e-12
S,1,S1,0,1,105,-4.80000019073486,-3.98200916684743e-12,-4.235240298844739e-12,-3.700182900226961e-12
S,1,S1,0,1,106,-4.75,-4.5758674627194296e-12,-4.3042622690612194e-12,-2.448311926435361e-12
S,1,S1,0,1,107,-4.69999980926514,-5.3818338674460595e-12,-4.480072425445139e-12,-4.267749951024557e-12
S,1,S1,0,1,108,-4.65000009536743,-3.93959864730675e-12,-4.731036140419067e-12,-3.6112010034785235e-12
S,1,S1,0,1,109,-4.59999990463257,-5.55158696791125e-12,-4.841190838524926e-12,3.707488120421991e-13
S,1,S1,0,1,110,-4.55000019073486,-4.1941172757020695e-12,-4.693963749160191e-12,4.227074094831306e-12
S,1,S1,0,1,111,-4.5,-4.15170675616139e-12,-4.418482609059125e-12,4.412059933870672e-12
S,1,S1,0,1,112,-4.44999980926514,-4.7031545324927e-12,-4.2527560727058585e-12,1.3636251240870191e-12
S,1,S1,0,1,113,-4.40000009536743,-4.78797557157407e-12,-4.282118366188244e-12,1.2548759597294027e-12
S,1,S1,0,1,114,-4.34999990463257,-3.1760427621207997e-12,-4.127266839611388e-12,1.0280821526252013e-13
S,1,S1,0,1,115,-4.30000019073486,-4.0244196863881095e-12,-4.271834698978562e-12,4.147474243220913e-14
S,1,S1,0,1,116,-4.25,-4.6607440129520196e-12,-4.123116572327958e-12,8.612295816138717e-13
S,1,S1,0,1,117,-4.19999980926514,-4.40622538455671e-12,-4.1857114122841684e-12,-8.256921013277185e-13
S,1,S1,0,1,118,-4.15000009536743,-4.23652779524275e-12,-4.20568611017057e-12,-1.1796043549303345e-12
S,1,S1,0,1,119,-4.09999990463257,-4.1941172757020695e-12,-4.3036724792539696e-12,-2.3542339312510015e-12
S,1,S1,0,1,120,-4.05000019073486,-3.7699010579928e-12,-4.441108902542338e-12,-2.1812140159338465e-12
S,1,S1,0,1,121,-4.0,-5.21219178928334e-12,-4.521793131589054e-12,-5.54657956761668e-13
S,1,S1,0,1,122,-3.95000004768372,-3.81231157753348e-12,-4.496575282542066e-12,8.978646131957859e-13
S,1,S1,0,1,123,-3.90000009536743,-4.83038609111475e-12,-4.432006755896508e-12,4.479680195549041e-13
S,1,S1,0,1,124,-3.84999990463257,-5.5939419763007e-12,-4.451778818671423e-12,1.3942422116333978e-12
S,1,S1,0,1,125,-3.79999995231628,-3.60025897983007e-12,-4.292583188670008e-12,5.2366759717921136e-12
S,1,S1,0,1,126,-3.75,-3.34568484028352e-12,-3.92811172090058e-12,2.5203315962666097e-12
S,1,S1,0,1,127,-3.70000004768372,-4.23652779524275e-12,-4.0405502694009186e-12,-2.882562259976811e-12
S,1,S1,0,1,128,-3.65000009536743,-4.533456943178749e-12,-4.216367671995719e-12,-3.304672162260117e-12
S,1,S1,0,1,129,-3.59999990463257,-3.60025897983007e-12,-4.3710178574273166e-12,-7.671206832604464e-12
S,1,S1,0,1,130,-3.54999995231628,-4.618333493411339e-12,-4.98348726957342e-12,-1.050716848926608e-11
S,1,S1,0,1,131,-3.5,-6.35755337263788e-12,-5.421733704312305e-12,-5.350498525724309e-12
S,1,S1,0,1,132,-3.45000004768372,-5.9757476744692894e-12,-5.518536611882506e-12,-5.438726403236704e-13
S,1,S1,0,1,133,-3.40000009536743,-4.74556505203338e-12,-5.476120916476909e-12,-1.351628468242068e-12
S,1,S1,0,1,134,-3.34999990463257,-6.35755337263788e-12,-5.653700701075835e-12,2.0568931092101556e-12
S,1,S1,0,1,135,-3.29999995231628,-5.21219178928334e-12,-5.270433985637891e-12,7.853207579108966e-12
S,1,S1,0,1,136,-3.25,-4.15170675616139e-12,-4.868380692105164e-12,4.7107079592569385e-12
S,1,S1,0,1,137,-3.20000004768372,-4.6607440129520196e-12,-4.799363638960354e-12,2.7538280249987906e-12
S,1,S1,0,1,138,-3.15000009536743,-5.67876301538206e-12,-4.59299815223076e-12,4.2222557777486245e-12
S,1,S1,0,1,139,-3.09999990463257,-3.4305613905161197e-12,-4.377137411914917e-12,1.675051462059394e-12
S,1,S1,0,1,140,-3.04999995231628,-4.7031545324927e-12,-4.425491506536029e-12,-9.442869899052478e-13
S,1,S1,0,1,141,-3.0,-4.6607440129520196e-12,-4.471566020851219e-12,-1.202412795332462e-12
S,1,S1,0,1,142,-2.95000004768372,-3.7274905384521194e-12,-4.545732671398245e-12,3.1492398963673208e-12
S,1,S1,0,1,143,-2.90000009536743,-5.0000836804286995e-12,-4.156642331549311e-12,3.6219904634820163e-12
S,1,S1,0,1,144,-2.84999990463257,-4.23652779524275e-12,-4.183535090483332e-12,-7.909977495443274e-13
S,1,S1,0,1,145,-2.79999995231628,-4.49104642363807e-12,-4.235742098948412e-12,9.894969191230894e-15
S,1,S1,0,1,146,-2.75,-4.32140434547534e-12,-4.182545594507887e-12,-2.766690061583412e-12
S,1,S1,0,1,147,-2.70000004768372,-2.24278928762089e-12,-4.512410841254605e-12,-3.715908361491186e-12
S,1,S1,0,1,148,-2.65000009536743,-5.72122904607397e-12,-4.554136076280319e-12,-2.017126962676046e-12
S,1,S1,0,1,149,-2.59999990463257,-5.8060500851553294e-12,-4.714124389993722e-12,-2.74779590009439e-12
S,1,S1,0,1,150,-2.54999995231628,-3.93959864730675e-12,-4.828916274875047e-12,-2.3601513639980453e-12
S,1,S1,0,1,151,-2.5,-6.10297923309133e-12,-4.9501393013119555e-12,-2.3929146201662497e-12
S,1,S1,0,1,152,-2.45000004768372,-3.98200916684743e-12,-5.068207508685531e-12,2.6924253869672818e-12
S,1,S1,0,1,153,-2.40000009536743,-4.49104642363807e-12,-4.680897019384818e-12,5.012158176443101e-12
S,1,S1,0,1,154,-2.34999990463257,-4.87279661065543e-12,-4.5669922777502106e-12,2.238619002307667e-12
S,1,S1,0,1,155,-2.29999995231628,-4.618333493411339e-12,-4.457034780097677e-12,2.208050664569832e-12
S,1,S1,0,1,156,-2.25,-4.6607440129520196e-12,-4.3461874218693445e-12,-3.124400896945056e-13
S,1,S1,0,1,157,-2.20000004768372,-4.15170675616139e-12,-4.488278759270516e-12,-6.733638462676553e-13
S,1,S1,0,1,158,-2.15000009536743,-3.81231157753348e-12,-4.413523742279088e-12,3.4578024781513956e-12
S,1,S1,0,1,159,-2.09999990463257,-4.1092407254694795e-12,-4.142497080921931e-12,4.361538682426914e-12
S,1,S1,0,1,160,-2.04999995231628,-5.25460230882402e-12,-3.9773687451564085e-12,2.324622899361004e-12
S,1,S1,0,1,161,-2.0,-3.55784846028939e-12,-3.910035012679122e-12,2.475912281190213e-12
S,1,S1,0,1,162,-1.95000004768372,-3.68508001891144e-12,-3.729777753158803e-12,2.535192341373712e-12
S,1,S1,0,1,163,-1.89999997615814,-2.75188205556276e-12,-3.656515973195835e-12,1.9963707077019642e-12
S,1,S1,0,1,164,-1.85000002384186,-3.89718812776607e-12,-3.5301407614242526e-12,2.2309053535448397e-12
S,1,S1,0,1,165,-1.79999995231628,-3.81231157753348e-12,-3.433425455367766e-12,-5.664822449743555e-13
S,1,S1,0,1,166,-1.75,-2.96393465326616e-12,-3.5867884031945875e-12,7.584227974601548e-13
S,1,S1,0,1,167,-1.70000004768372,-4.15170675616139e-12,-3.3575832479505907e-12,3.179007178211091e-12
S,1,S1,0,1,168,-1.64999997615814,-3.34568484028352e-12,-3.26888794458248e-12,2.388876060124471e-12
S,1,S1,0,1,169,-1.60000002384186,-3.0912217230394398e-12,-3.1186957316036094e-12,1.5869943512684196e-12
S,1,S1,0,1,170,-1.54999995231628,-2.75188205556276e-12,-3.1101888094231973e-12,-3.7670066258661585e-13
S,1,S1,0,1,171,-1.5,-2.24278928762089e-12,-3.156365676467115e-12,6.427356364135888e-13
S,1,S1,0,1,172,-1.45000004768372,-3.89718812776607e-12,-3.0459153070778906e-12,-8.444219402089431e-13
S,1,S1,0,1,173,-1.39999997615814,-3.7699010579928e-12,-3.2408086186163142e-12,-5.298943885593084e-12
S,1,S1,0,1,174,-1.35000002384186,-3.34568484028352e-12,-3.5758094879299744e-12,-8.248539933143768e-12
S,1,S1,0,1,175,-1.29999995231628,-3.5154379407487097e-12,-4.06566317778672e-12,-8.283294646668417e-12
S,1,S1,0,1,176,-1.25,-3.7274905384521194e-12,-4.404139510995301e-12,-7.940767769408985e-13
S,1,S1,0,1,177,-1.20000004768372,-4.74556505203338e-12,-4.14507077975174e-12,1.7729251808637188e-12
S,1,S1,0,1,178,-1.14999997615814,-5.1697812697426595e-12,-4.226847763278986e-12,-4.4703263076008943e-13
S,1,S1,0,1,179,-1.10000002384186,-4.7031545324927e-12,-4.1897743368471274e-12,3.927508934398363e-12
S,1,S1,0,1,180,-1.04999995231628,-3.13363224258012e-12,-3.834096016588003e-12,7.507979401829987e-12
S,1,S1,0,1,181,-1.0,-2.2003787680802097e-12,-3.4389763116976443e-12,7.734384607037316e-12
S,1,S1,0,1,182,-0.949999988079071,-4.36381486501602e-12,-3.060657852516656e-12,3.1088113528553143e-12
S,1,S1,0,1,183,-0.899999976158142,-2.75188205556276e-12,-3.1280951022922758e-12,-5.912810588086101e-13
S,1,S1,0,1,184,-0.850000023841858,-2.49730791601621e-12,-3.119786027548305e-12,-2.392841563046291e-12
S,1,S1,0,1,185,-0.800000011920929,-3.64266949937075e-12,-3.367379478081745e-12,-5.6855283915435894e-12
S,1,S1,0,1,186,-0.75,-3.98200916684743e-12,-3.688339002256224e-12,-3.115608555836526e-12
S,1,S1,0,1,187,-0.699999988079071,-4.40622538455671e-12,-3.678940407947294e-12,-3.0247385050921415e-12
S,1,S1,0,1,188,-0.649999976158142,-2.53971843555689e-12,-3.990812924880825e-12,-5.987367328688755e-12
S,1,S1,0,1,189,-0.600000023841858,-4.7031545324927e-12,-4.277676956503251e-12,-2.2387632305363936e-12
S,1,S1,0,1,190,-0.550000011920929,-4.74556505203338e-12,-4.214688750813374e-12,2.7379956570736154e-12
S,1,S1,0,1,191,-0.5,-3.5154379407487097e-12,-4.003877325516985e-12,3.428115559301369e-12
S,1,S1,0,1,192,-0.449999988079071,-4.32140434547534e-12,-3.871877113150593e-12,3.3529181539992886e-12
S,1,S1,0,1,193,-0.400000005960464,-4.40622538455671e-12,-3.6685855725950084e-12,4.093618963319623e-12
S,1,S1,0,1,194,-0.349999994039536,-2.49730791601621e-12,-3.462515239562287e-12,4.5208907742303494e-12
S,1,S1,0,1,195,-0.300000011920929,-2.5821844662488e-12,-3.216496545929744e-12,3.8149057662493305e-12
S,1,S1,0,1,196,-0.25,-3.5154379407487097e-12,-3.0810247515671196e-12,1.8797922025417843e-12
S,1,S1,0,1,197,-0.200000002980232,-2.9215241337254798e-12,-3.0285172841436276e-12,1.7224839520831502e-12
S,1,S1,0,1,198,-0.150000005960464,-4.23652779524275e-12,-2.908776366625608e-12,-2.2959857705456984e-12
S,1,S1,0,1,199,-0.100000001490116,-1.6489309917489e-12,-3.258115934517913e-12,-2.65284251899285e-12
S,1,S1,0,1,200,-0.0500000007450581,-3.13363224258012e-12,-3.174060664650971e-12,2.5077091026900482e-12
S,1,S1,0,1,201,0.0,-3.4729719100568e-12,-3.00734502051213e-12,2.2880809829707e-12
S,1,S1,0,1,202,0.0500000007450581,-1.86103910060353e-12,-2.9452525629443948e-12,6.9067018621570794e-12
S,1,S1,0,1,203,0.100000001490116,-3.30327432074284e-12,-2.3166748240046376e-12,1.3439727067989097e-11
S,1,S1,0,1,204,0.150000005960464,-2.4910629115027e-13,-1.6012797795834644e-12,2.2306338548110894e-11
S,1,S1,0,1,205,0.200000002980232,4.72039074495001e-13,-8.604105514052644e-14,4.065847875016082e-11
S,1,S1,0,1,206,0.25,3.5262348596631897e-12,2.4645678530892197e-12,6.076769695361733e-11
S,1,S1,0,1,207,0.300000011920929,9.50739487137753e-12,5.990729474263838e-12,8.77066180047392e-11
S,1,S1,0,1,208,0.349999994039536,1.5446144363551197e-11,1.1235228106580726e-11,1.306601448999613e-10
S,1,S1,0,1,209,0.400000005960464,2.7153945758584496e-11,1.9056744721484855e-11,2.0459029718791814e-10
S,1,S1,0,1,210,0.449999988079071,4.73880656937098e-11,3.16942537353604e-11,3.185201362911717e-10
S,1,S1,0,1,211,0.5,7.57667539819096e-11,5.090876037226482e-11,5.041572780941231e-10
S,1,S1,0,1,212,0.550000011920929,1.26924748489188e-10,8.210999356481891e-11,8.234864231453914e-10
S,1,S1,0,1,213,0.600000023841858,2.15581635876205e-10,1.332574223202504e-10,1.343901467853051e-09
S,1,S1,0,1,214,0.649999976158142,3.63795604751971e-10,2.165000540278893e-10,2.2018994084657802e-09
S,1,S1,0,1,215,0.699999988079071,6.18957052278546e-10,3.5344734844158256e-10,3.641492771062641e-09
S,1,S1,0,1,216,0.75,1.0697301933149102e-09,5.806494179541067e-10,6.0547249315942275e-09
S,1,S1,0,1,217,0.800000011920929,1.8547016145120702e-09,9.589199859568969e-10,1.0315567297424886e-08
S,1,S1,0,1,218,0.850000023841858,3.2419340545430904e-09,1.612206393638887e-09,1.7373004325267554e-08
S,1,S1,0,1,219,0.899999976158142,5.714908102305571e-09,2.696219283709199e-09,2.9060145369870972e-08
S,1,S1,0,1,220,0.949999988079071,1.01489963100221e-08,4.518220771103414e-09,4.9381879686387904e-08
S,1,S1,0,1,221,1.0,1.81496471185483e-08,7.63440842970375e-09,8.538874518485937e-08
S,1,S1,0,1,222,1.04999995231628,3.26719131749087e-08,1.3057089486287856e-08,1.4728509104336155e-07
S,1,S1,0,1,223,1.10000002384186,5.89503876824438e-08,2.236293030372148e-08,2.567972535367774e-07
S,1,S1,0,1,224,1.14999997615814,1.07354075851163e-07,3.873680411091556e-08,4.557339760885693e-07
S,1,S1,0,1,225,1.20000004768372,1.96571605215468e-07,6.793636935682121e-08,8.26299017364939e-07
S,1,S1,0,1,226,1.25,3.61460280373649e-07,1.2136666777711902e-07,1.5051996166602453e-06
S,1,S1,0,1,227,1.29999995231628,6.66849473418552e-07,2.184561874758115e-07,2.8781037104456996e-06
S,1,S1,0,1,228,1.35000002384186,1.23661152429122e-06,4.091773306753691e-07,5.4637825115443075e-06
S,1,S1,0,1,229,1.39999997615814,2.29862394007796e-06,7.648341756581313e-07,1.0241969283313186e-05
S,1,S1,0,1,230,1.45000004768372,4.28180101152975e-06,1.4333752491653938e-06,1.985357448488911e-05
S,1,S1,0,1,231,1.5,7.97985558165237e-06,2.7501905518815687e-06,3.975501154503051e-05
S,1,S1,0,1,232,1.54999995231628,1.48981753227417e-05,5.408872612334764e-06,8.214449446188159e-05
S,1,S1,0,1,233,1.60000002384186,2.76860137091717e-05,1.0964648863733674e-05,0.00017089435926243569
S,1,S1,0,1,234,1.64999997615814,5.15315405209549e-05,2.2498298360610896e-05,0.0003596970902393086
S,1,S1,0,1,235,1.70000004768372,9.58428136073053e-05,4.693439722524177e-05,0.0007673277101864992
S,1,S1,0,1,236,1.75,0.0001774390693753,9.923102124890433e-05,0.0016341520915919986
S,1,S1,0,1,237,1.79999995231628,0.0003265245177317,0.00021034945053953995,0.003426091552532144
S,1,S1,0,1,238,1.85000002384186,0.0005948524922132,0.0004418405451762948,0.006899468203334628
S,1,S1,0,1,239,1.89999997615814,0.0010724966414272,0.0009002958942423299,0.013256734026890944
S,1,S1,0,1,240,1.95000004768372,0.0019018995808437,0.0017675152384959802,0.024077853135474392
S,1,S1,0,1,241,2.0,0.0032964795827865,0.0033080801764629724,0.040671352706858815
S,1,S1,0,1,242,2.04999995231628,0.0055455779656767,0.005834646630459083,0.06307713426197772
S,1,S1,0,1,243,2.09999990463257,0.008972886018455,0.009615787587156812,0.08915404957989433
S,1,S1,0,1,244,2.15000009536743,0.0139032192528248,0.01475007079421202,0.11477497842538159
